Feature0,Ranking0,Feature1,Ranking1,Feature2,Ranking2,Feature3,Ranking3,Feature4,Ranking4,Feature5,Ranking5,Feature6,Ranking6,Feature7,Ranking7,Feature8,Ranking8,Feature9,Ranking9,Feature10,Ranking10,Feature11,Ranking11,Feature12,Ranking12,Feature13,Ranking13,Feature14,Ranking14,Feature15,Ranking15
,,,,"('5day', 'Sarawak')",1,,,,,,,,,,,,,"('cases_new', 'Johor')",1,"('cases_new', 'Pahang')",1,,,,,,,,,,
,,,,"('5day', 'Selangor')",1,,,,,,,,,,,,,"('cases_new', 'Kedah')",1,"('cases_new', 'Perak')",1,,,,,,,,,,
,,,,"('5day', 'Terengganu')",1,,,,,,,,,,,,,"('cases_new', 'Kelantan')",1,"('cases_new', 'Perlis')",1,,,,,,,,,,
,,,,"('5day', 'W.P. Kuala Lumpur')",1,,,,,,,,,,,,,"('cases_new', 'Melaka')",1,"('cases_new', 'Pulau Pinang')",1,,,,,,,,,,
,,,,"('5day', 'W.P. Labuan')",1,,,,,,,,,,,,,"('cases_new', 'Negeri Sembilan')",1,"('cases_new', 'Sabah')",1,,,,,,,,,,
,,,,"('5day', 'W.P. Putrajaya')",1,,,,,,,,,,,,,"('cases_new', 'Pahang')",1,"('cases_new', 'Sarawak')",1,,,,,,,,,,
,,,,"('5mth', 'Johor')",1,,,,,,,,,,,,,"('cases_new', 'Perak')",1,"('cases_new', 'Selangor')",1,,,,,,,,,,
,,,,"('5mth', 'Kedah')",1,,,,,,,,,,,,,"('cases_new', 'Perlis')",1,"('cases_new', 'Terengganu')",1,,,,,,,,,,
,,,,"('5mth', 'Kelantan')",1,,,,,,,,,,,,,"('cases_new', 'Pulau Pinang')",1,"('cases_new', 'W.P. Kuala Lumpur')",1,,,,,,,,,,
,,,,"('5mth', 'Melaka')",1,,,,,,,,,,,,,"('cases_new', 'Sabah')",1,,,,,,,,,,,,
,,,,"('5mth', 'Negeri Sembilan')",1,,,,,,,,,,,,,"('cases_new', 'Sarawak')",1,,,,,,,,,,,,
,,,,"('5mth', 'Pahang')",1,,,,,,,,,,,,,"('cases_new', 'Selangor')",1,,,,,,,,,,,,
,,,,"('5mth', 'Perak')",1,,,,,,,,,,,,,"('cases_new', 'Terengganu')",1,,,,,,,,,,,,
,,,,"('5mth', 'Perlis')",1,,,,,,,,,,,,,"('cases_new', 'W.P. Kuala Lumpur')",12,,,,,,,,,,,,
,,,,"('5mth', 'Pulau Pinang')",1,,,,,,,,,,,,,"('cases_new', 'W.P. Putrajaya')",25,,,,,,,,,,,,
,,,,"('5mth', 'Sabah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('5mth', 'Sarawak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('5mth', 'Selangor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('5mth', 'Terengganu')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('5mth', 'W.P. Kuala Lumpur')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('5mth', 'W.P. Labuan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('5mth', 'W.P. Putrajaya')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Johor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Kedah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Kelantan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Melaka')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Negeri Sembilan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Pahang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Perak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Perlis')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Pulau Pinang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Sabah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Sarawak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Selangor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'Terengganu')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'W.P. Kuala Lumpur')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'W.P. Labuan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6day', 'W.P. Putrajaya')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Johor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Kedah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Kelantan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Melaka')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Pahang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Perak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Perlis')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Pulau Pinang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Sabah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Sarawak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Selangor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'Terengganu')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'W.P. Kuala Lumpur')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'W.P. Labuan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('6mth', 'W.P. Putrajaya')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Johor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Kedah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Kelantan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Melaka')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Negeri Sembilan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Pahang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Perak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Perlis')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Pulau Pinang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Sabah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Sarawak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Selangor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'Terengganu')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'W.P. Kuala Lumpur')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'W.P. Labuan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('7mth', 'W.P. Putrajaya')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Johor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Kedah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Kelantan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Melaka')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Negeri Sembilan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Pahang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Perak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Perlis')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Pulau Pinang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Sabah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Sarawak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Selangor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'Terengganu')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'W.P. Kuala Lumpur')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'W.P. Labuan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('8mth', 'W.P. Putrajaya')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Johor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Kedah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Kelantan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Melaka')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Negeri Sembilan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Pahang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Perak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Perlis')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Pulau Pinang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Sabah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Sarawak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Selangor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'Terengganu')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'W.P. Kuala Lumpur')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('9mth', 'W.P. Putrajaya')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Johor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Kedah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Kelantan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Melaka')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Negeri Sembilan')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Pahang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Perak')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Perlis')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Pulau Pinang')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Sabah')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Selangor')",1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"('cases_new', 'Terengganu')",29,,,,,,,,,,,,,,,,,,,,,,,,,,
